SMILES,Input_SMILES,Tanimoto,NLL
CCN1CCCC1CNC(=O)c1c(OC)ccc(S(N)(=O)=O)c1OC,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0.6582278481012658,2.0007152557373047
CCN1CCCC1CNC(=O)c1c(Cl)c(C)cc(S(N)(=O)=O)c1OC,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0.5662650602409639,3.0052101612091064
CCN1CCCC1CNC(=O)c1c(C)c(C)cc(S(N)(=O)=O)c1OC,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0.5662650602409639,3.051518201828003
CCc1cc(S(N)(=O)=O)ccc1C(=O)NCC1CCCN1CC,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0.75,3.4639244079589844
CCCc1ccc(S(N)(=O)=O)cc1C(=O)NCC1CCCN1CC,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0.7432432432432432,3.5923948287963867
CCN1CCCC1CNC(=O)c1c(C)c(C)cc(S(N)(=O)=O)c1C,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0.5301204819277109,3.9375460147857666
CCN1CCCC1CNC(=O)c1c(Cl)c(Cl)cc(S(N)(=O)=O)c1OC,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0.5662650602409639,3.985741376876831
CCc1cc(C(=O)NCC2CCCN2CC)cc(S(N)(=O)=O)c1,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0.6153846153846154,4.053547382354736
CCc1cc(S(N)(=O)=O)c(F)cc1C(=O)NCC1CCCN1CC,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0.5802469135802469,4.133327007293701
CCN1CCCC1CNC(=O)c1c(OC)ccc(S(N)(=O)=O)c1C,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0.6842105263157895,4.152877330780029
CCN1CCCC1CNC(=O)c1cc(Cl)ccc1OC,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0.7246376811594203,4.377525806427002
CCN1CCCC1CNC(=O)c1c(OC)c(O)cc(S(N)(=O)=O)c1OC,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0.5465116279069767,4.4748382568359375
CCN1CCCC1CNC(=O)c1cccc(S(N)(=O)=O)c1,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0.6805555555555556,4.477435111999512
CCN1CCCC1CNC(=O)c1c(OC)ccc(Cl)c1Cl,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0.5714285714285714,4.4820356369018555
CCN1CCCC1CNC(=O)c1cc(C)cc(S(N)(=O)=O)c1,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0.64,4.507789134979248
CCN1CCCC1CNC(=O)c1c(OC)ccc(I)c1OC,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0.55,4.5212082862854
CCN1CCCC1CNC(=O)c1c(Cl)ccc(S(N)(=O)=O)c1OC,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0.620253164556962,4.535257816314697
CCN1CCCC1CNC(=O)c1c(C)c(Cl)cc(S(N)(=O)=O)c1OC,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0.5662650602409639,4.555793762207031
CCc1ccc(S(N)(=O)=O)cc1C(=O)NCC1CCCN1CC,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0.7746478873239436,4.58236837387085
CCN1CCCC1CNC(=O)c1cc(Cl)cc(S(N)(=O)=O)c1,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0.618421052631579,4.63406229019165
CCN1CCCC1CNC(=O)c1c(OC)ccc(Cl)c1OC,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0.55,4.637388229370117
CCc1c(Cl)cc(S(N)(=O)=O)cc1C(=O)NCC1CCCN1CC,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0.6410256410256411,4.645134925842285
CCN1CCCC1CNC(=O)c1c(OC)ccc(S(N)(=O)=O)c1O,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0.6842105263157895,4.653728485107422
CCN1CCCC1CNC(=O)c1c(OC)ccc(Br)c1O,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0.5714285714285714,4.743734836578369
